model,ver_name,brand
MED-AL00,#全网通版,huawei
MED-AL20,#全网通版,huawei
MED-LX9,#Single SIM #Dual SIM,huawei
MED-LX9N,#Dual SIM,huawei
MED-TL00,#移动 4G+ 版,huawei
MEE7,#全网通版 #China,xiaomi
MEE7S,#全网通版 #China,xiaomi
MEG7,#国际版 #Global,xiaomi
MEI7,#印度版 #India,xiaomi
MEI7S,1#印度版 1#India,xiaomi
MET7,#移动 4G+ 版 #China Mobile,xiaomi
MET7S,#移动 4G+ 版 #China Mobile,xiaomi
MGA-AL00,#,huawei
MGA-AL40,#,huawei
MGA-LX3,# 1# 2#,huawei
MGA-LX9,# 1# 2#,huawei
MGA-LX9N,# 1# 2#,huawei
MGI-AN00,#5G,honor
MGZ-BD00,#5G,zhixuan
MHA-AL00,#全网通版,huawei
MHA-L09,#Single SIM,huawei
MHA-L29,#Dual SIM,huawei
MHA-TL00,#移动 4G+ 版,huawei
MI-ONE,#青春版 #Lite,xiaomi
MI-ONE C1,#电信版 #CDMA,xiaomi
MI-ONE PLUS,#联通版 #WCDMA,xiaomi
MIZ-BD00,#5G,zhixuan
MLA-L01,#,huawei
MLA-L02,#,huawei
MLA-L03,#,huawei
MLA-L11,#,huawei
MLA-L12,#,huawei
MLA-L13,#,huawei
MLD-AL00,#麒麟 710A,huawei
MLD-AL10,#Helio P35,huawei
MNA-AL00,# #,huawei
MNA-LX9,#,huawei
MNT-BD00,#5G,zhixuan
MOA-AL00,#全网通版,honor
MOA-AL20,#全网通版,honor
MOA-LX9N,#,honor
MOA-TL00,#移动 4G+ 版,honor
MRD-AL00,#全网通版,huawei
MRD-LX1,#Single SIM #Dual SIM,huawei
MRD-LX1F,#Dual SIM,huawei
MRD-LX1N,#Dual SIM,huawei
MRD-LX3,#Single SIM #Dual SIM,huawei
MRD-TL00,#移动 4G+ 版,huawei
MT2110,#全网通版 #China,oneplus
MT2111,#印度版 #India,oneplus
MT7-L09,#Single SIM,huawei
MT7-TL10,#Dual SIM,huawei
MTS-T0,#,coolpad
MXW-AN00,#5G 全网通版,honor
MXW-TN00,#5G 移动定制版,honor
MYA-AL10,#全网通版,honor
MYA-L11,#Single SIM,huawei
MYA-L41,#Dual SIM,huawei
MYA-TL10,#移动定制版,honor
NAM-AL00,#,huawei
NAM-LX9,#,huawei
NAT-TN70,#,zhixuan
NCE-AL00,#全网通版,huawei
NCE-AL10,#全网通版,huawei
NCE-TL00,#移动 4G+ 版,huawei
NCE-TL10,#移动 4G+ 版,huawei
NCO-AL00,#,huawei
NCO-LX1,#,huawei
NCO-LX3,#,huawei
NE2210,#全网通版 #China,oneplus
NE2211,#印度版 #India,oneplus
NE2213,#欧洲版/国际版 #EU / Global,oneplus
NE2215,#北美版 #North America,oneplus
NE2217,#T-Mobile 版 #T-Mobile,oneplus
NEM-AL10,#全网通版,honor
NEM-L21,#,honor
NEM-L22,#,honor
NEM-L51,#,honor
NEM-TL00,#移动定制版,honor
NEM-TL00H,#移动公开版,honor
NEM-UL00,#双 4G 版,honor
NEN-L22,#,huawei
NEN-LX1,#,huawei
NEN-LX3,#,huawei
NEO-AL00,#,huawei
NEO-L29,#Dual SIM,huawei
NEW-AN90,#5G,honor
NOH-AL00,#4G,huawei
NOH-AL10,#4G,huawei
NOH-AN00,#5G,huawei
NOH-AN01,#5G,huawei
NOH-AN50,#5G,huawei
NOH-AN80,#5G,huawei
NOH-NX9,#5G Dual SIM,huawei
NOP-AN00,#5G #,huawei
NTH-AN00,#5G,honor
NTH-NX9,#5G,honor
NTN-AN20,#5G,honor
NTN-L22,#5G,honor
NTN-LX1,#5G,honor
NTN-LX3,#5G,honor
NTS-AL00,#全网通版,honor
NX301J,#,nubia
NX401,#,nubia
NX402,#,nubia
NX403A,#,nubia
NX501,#,nubia
NX503A,#,nubia
NX503J,#,nubia
NX505H,#双 4G 版,nubia
NX505J,#全网通版,nubia
NX506J,#,nubia
NX507H,#双 4G 版,nubia
NX507J,#全网通版,nubia
NX508H,#双 4G 版,nubia
NX508J,#全网通版,nubia
NX510J,#全网通版,nubia
NX511H,#双 4G 版,nubia
NX511J,#全网通版,nubia
NX512H,#双 4G 版,nubia
NX512J,#极速版,nubia
NX513H,#双 4G 版,nubia
NX513J,#全网通版,nubia
NX518J,#精英版,nubia
NX523J,#,nubia
NX529J,#,nubia
NX531J,#,nubia
NX535J,#经典版,nubia
NX541J,#,nubia
NX549J,#,nubia
NX551J,#,nubia
NX563J,#,nubia
NX569H,#高配版,nubia
NX569J,#标准版,nubia
NX573J,#,nubia
NX575J,#,nubia
NX589J,#,nubia
NX591J,#,nubia
NX595J,#,nubia
NX601J,#,nubia
NX606J,#,nubia
NX608J,#,nubia
NX609J,#,nubia
NX611J,#,nubia
NX612J,#,nubia
NX616J,#,nubia
NX617J,#,nubia
NX619J,#,nubia
NX627J,#,nubia
NX629J,# #,nubia
NX651J,#,nubia
NX659J,# #,nubia
NX666J,#,nubia
NX667J,#,nubia
NX669J,#,nubia
NX669J-P,#,nubia
NX669J-S,#,nubia
NX679J,#,nubia
NX679S,#,nubia
NX701J,#,nubia
NX702J,#,nubia
NX709J,#,nubia
NX709S,#,nubia
NX711J,#,nubia
NX712J,#,nubia
NX713J,#,nubia
NX729J,# 1#,nubia
NX729S,# 1#,nubia
NX907J,#,nubia
NXT-L09,#Single SIM,huawei
NXT-L29,#Dual SIM,huawei
NZA-AL00,#,honor
OC105,#公开版,smartisan
OC106,#移动定制版,smartisan
OCE-AL50,#4G,huawei
OCE-AN10,#5G,huawei
OCE-AN50,#5G,huawei
OD103,#32GB/64GB,smartisan
OD105,#128GB,smartisan
OE106,#,smartisan
ONE A0001,#移动版 #,oneplus
ONE A1001,#联通版 #,oneplus
ONE A2001,# #China,oneplus
ONE A2003,#国际版 #Global,oneplus
ONE A2005,#北美版 #North America,oneplus
ONE E1000,#全网通版 #China,oneplus
ONE E1001,#移动/联通版 #China,oneplus
ONE E1003,#国际版 #Global,oneplus
ONE E1005,#北美版 #North America,oneplus
ONEPLUS A3000,#全网通版 #China / North America,oneplus
ONEPLUS A3003,#国际版 #Global,oneplus
ONEPLUS A3010,#全网通版 #China,oneplus
ONEPLUS A3013,#国际版 #Global,oneplus
ONEPLUS A5000,#全网通版 #,oneplus
ONEPLUS A5010,#全网通版 #,oneplus
ONEPLUS A6000,#全网通版 #China,oneplus
ONEPLUS A6003,#国际版 #Global,oneplus
ONEPLUS A6010,#全网通版 #China,oneplus
ONEPLUS A6013,#国际版 #Global,oneplus
OPG01,#KDDI,oppo
OPG02,#5G (KDDI),oppo
OPG03,#KDDI,oppo
OPG04,#KDDI,oppo
ORL-C0,# 1#,coolpad
ORL-T0,#,coolpad
OS103,#特别版,smartisan
OS105,#,smartisan
OXF-AN00,#5G,honor
OXF-AN10,#5G #5G,honor
OXF-N29,#5G,honor
OXP-AN00,#5G,honor
P6-U06,#Single SIM,huawei
P7-L10,#,huawei
P7-L11,#,huawei
P7-L12,#,huawei
PAAM00,#全网通版,oppo
PAAT00,#移动版,oppo
PACM00,#全网通版,oppo
PACT00,#移动版,oppo
PADM00,#全网通版,oppo
PADT00,#移动版,oppo
PAFM00,#标准版 全网通版,oppo
PAFT00,#标准版 移动版,oppo
PAFT10,#超级闪充版 移动版,oppo
PAHM00,#超级闪充版/兰博基尼版 全网通版,oppo
PAL-AL00,#,huawei
PAL-AL10,#,huawei
PAL-L29,#,huawei
PAL-LX9,#,huawei
PAR-AL00,#全网通版,huawei
PAR-L21,#,huawei
PAR-L29,#,huawei
PAR-LX1,#,huawei
PAR-LX1M,#,huawei
PAR-LX9,#,huawei
PAR-TL00,#移动 4G+ 版,huawei
PBAM00,#全网通版,oppo
PBAT00,#移动版,oppo
PBBM00,#全网通版,oppo
PBBM30,#全网通版,oppo
PBBT00,#移动版,oppo
PBBT30,#移动版,oppo
PBCM10,#全网通版,oppo
PBCM30,#,oppo
PBCT10,#移动版,oppo
PBDM00,#全网通版,oppo
PBDT00,#移动版,oppo
PBEM00,#全网通版,oppo
PBET00,#移动版,oppo
PBFM00,#全网通版,oppo
PBFT00,#移动版,oppo
PCAM00,#全网通版,oppo
PCAM10,#全网通版,oppo
PCAT00,#移动版,oppo
PCAT10,#移动版,oppo
PCCM00,#全网通版,oppo
PCCT00,#移动版,oppo
PCDM00,#全网通版,oppo
PCDM10,#全网通版,oppo
PCDT00,#移动版,oppo
PCDT10,#移动版,oppo
PCEM00,#全网通版,oppo
PCET00,#移动版,oppo
PCGM00,#全网通版,oppo
PCGT00,#移动版,oppo
PCHM00,#全网通版,oppo
PCHM10,#全网通版,oppo
PCHM30,#全网通版,oppo
PCHT00,#移动版,oppo
PCHT10,#移动版,oppo
PCHT30,#移动版,oppo
PCKM00,#全网通版,oppo
PCKM80,#全网通版,oppo
PCKT00,#移动版,oppo
PCKT80,#移动版,oppo
PCLM10,#,oppo
PCLM50,#全网通版 #,oppo
PCNM00,#全网通版,oppo
PCNT00,#移动版,oppo
PCPM00,#全网通版,oppo
PCPT00,#移动版,oppo
PCRM00,#全网通版,oppo
PCRT00,#移动版,oppo
PCRT01,#移动版,oppo
PCT-AL10,#全网通版 #,honor
PCT-L29,#,honor
PCT-TL10,#移动 4G+ 版,honor
PDAM10,#全网通版,oppo
PDAT10,#移动版,oppo
PDBM00,#全网通版,oppo
PDBT00,#移动版,oppo
PDCM00,#全网通版,oppo
PDCT00,#移动版,oppo
PDEM10,#全网通版,oppo
PDEM30,#,oppo
PDET10,#移动版,oppo
PDHM00,#,oppo
PDKM00,#全网通版,oppo
PDKT00,#移动版,oppo
PDNM00,#全网通版,oppo
PDNT00,#移动版,oppo
PDPM00,#全网通版,oppo
PDPT00,#移动版,oppo
PDRM00,#,oppo
PDSM00,#全网通版,oppo
PDST00,#移动版,oppo
PDVM00,# #,oppo
PDYM10,#,oppo
PDYM20,#全网通版,oppo
PDYT20,#移动版,oppo
PE-CL00,#电信版,honor
PE-TL00M,#移动定制版,honor
PE-TL10,#双 4G 高配版 #,honor
PE-TL20,#移动渠道版,honor
PE-UL00,#联通版,honor
PEAM00,#全网通版,oppo
PEAT00,#移动版,oppo
PECM20,#(2020) 全网通版,oppo
PECM30,#(2020) 全网通版,oppo
PECT30,#(2020) 移动版,oppo
PEDM00,#,oppo
PEEM00,#,oppo
PEFM00,#,oppo
PEGM00,#全网通版,oppo
PEGM10,#全网通版,oppo
PEGT00,#移动版,oppo
PEGT10,#移动版,oppo
PEHM00,#全网通版,oppo
PEHT00,#移动版,oppo
PELM00,#,oppo
PEMM00,#全网通版 #,oppo
PEMM20,#全网通版,oppo
PEMT00,#移动版,oppo
PEMT20,#移动版,oppo
PENM00,#,oppo
PEPM00,#,oppo
PEQM00,#,oppo
PERM00,#,oppo
PERM10,# 1#,oppo
PESM10,#,oppo
PEUM00,#,oppo
PEXM00,#,oppo
PEYM00,#,oppo
PFCM00,#,oppo
PFDM00,#,oppo
PFEM10,#,oppo
PFFM10,#,oppo
PFFM20,#,oppo
PFGM00,#,oppo
PFJM10,#,oppo
PFTM10,#,oppo
PFTM20,# #2022,oppo
PFUM10,#,oppo
PFVM10,#,oppo
PFZM10,#,oppo
PGAM10,#,oppo
PGBM10,#,oppo
PGCM10,#,oppo
PGEM10,#,oppo
PGFM10,#,oppo
PGGM10,#,oppo
PGIM10,#,oppo
PGJM10,#,oppo
PGKM10,1#全网通版 1#China,oneplus
PGP110,#全网通版 1#China,oneplus
PGT-AN00,#5G,honor
PGT-AN10,#5G,honor
PGT-AN20,#5G,honor
PGT-N09,#5G,honor
PGT-N19,#5G,honor
PGT110,#,oppo
PGU110,#,oppo
PGW110,#,oppo
PGX110,#,oppo
PGZ110,#全网通版 #China,oneplus
PHA120,#,oppo
PHB110,#全网通版 #China,oneplus
PHF110,#,oppo
PHJ110,# # # 1#,oppo
PHK110,#全网通版 1#China,oneplus
PHM110,#,oppo
PHO-5GT,#5G,coolpad
PHP110,#全网通版 #China,oneplus
PHQ110,#,oppo
PHS110,#2023,oppo
PHT110,#,oppo
PHU110,#,oppo
PHV110,#,oppo
PHW110,#,oppo
PIC-AL00,#全网通版,huawei
PIC-L09,#Single SIM,huawei
PIC-LX9,#Dual SIM,huawei
PIC-TL00,#移动 4G+ 版,huawei
PJA110,#全网通版 #China,oneplus
PJC110,#,oppo
PLK-AL10,#全网通高配版,honor
PLK-CL00,#电信版,honor
PLK-L01,#,honor
PLK-TL00,#移动定制版,honor
PLK-TL01H,#移动渠道版,honor
PLK-TL11H,#移动增强版,honor
PLK-UL00,#双 4G 版,honor
POL-A0,#全网通版,coolpad
POL-T0,#移动版,coolpad
POT-AL00,#,huawei
POT-AL00a,#全网通版,huawei
POT-AL10,#,huawei
POT-LX1,#,huawei
POT-LX1A,#Dual SIM,huawei
POT-LX1AF,#,huawei
POT-LX1RU,#,huawei
POT-LX1T,#,huawei
POT-LX2J,#Japan,huawei
POT-LX3,#,huawei
POT-TL00a,#移动 4G+ 版,huawei
PPA-AL20,#,huawei
PPA-LX2,#Dual SIM #Dual SIM,huawei
PPA-LX3,#Single SIM #Dual SIM,huawei
PRA-AL00,#全网通标配版,honor
PRA-AL00X,#全网通高配/顶配版,honor
PRA-LA1,#,huawei
PRA-LX1,#,huawei
PRA-LX2,#,huawei
PRA-LX3,#,huawei
PRA-TL10,#移动定制版,honor
QK001,#5G 1#5G,360
QSN2112,#,360
QSN2201,#5G,360
QSN2207,#5G,360
QSN2211,# 1#,360
RBN-NX1,#5G #,honor
RBN-NX3,#,honor
REA-AN00,#5G,honor
REA-NX9,#5G,honor
REP-AN00,#5G,honor
RKY-AN00,#5G,honor
RKY-AN10,#5G,honor
RKY-LX1,#,honor
RKY-LX2,#,honor
RKY-LX3,#,honor
RMO-AN00,#5G,honor
RMO-NX1,# #,honor
RMX1801,#,realme
RMX1805,# #,realme
RMX1821,#,realme
RMX1822,#,realme
RMX1825,#,realme
RMX1827,#,realme
RMX1831,#,realme
RMX1833,#,realme
RMX1851,# #,realme
RMX1853,#,realme
RMX1901,# #,realme
RMX1911,#,realme
RMX1915,#,realme
RMX1919,#,realme
RMX1921,#Global,realme
RMX1922,#India,realme
RMX1925,# #,realme
RMX1926,#,realme
RMX1927,#,realme
RMX1931,# #,realme
RMX1941,#,realme
RMX1942,#,realme
RMX1943,#,realme
RMX1945,#,realme
RMX1946,#,realme
RMX1971,# #,realme
RMX1973,#,realme
RMX1991,#,realme
RMX1992,#India,realme
RMX1993,#Global,realme
RMX2001,#,realme
RMX2002,#Global #India #Indonesia,realme
RMX2003,#,realme
RMX2020,#Global #India,realme
RMX2021,#Global,realme
RMX2022,#Global,realme
RMX2025,#5G 移动版,realme
RMX2027,#India #Vietnam,realme
RMX2030,#,realme
RMX2031,#,realme
RMX2032,#,realme
RMX2040,#EU #India,realme
RMX2041,#Global,realme
RMX2042,#Global,realme
RMX2050,#,realme
RMX2051,#5G 全网通版,realme
RMX2052,#5G 电信合作版,realme
RMX2061,#,realme
RMX2063,#,realme
RMX2071,#5G,realme
RMX2072,#,realme
RMX2075,#Global,realme
RMX2076,#India,realme
RMX2081,#India,realme
RMX2083,#Global,realme
RMX2085,#India,realme
RMX2086,#Global,realme
RMX2101,#,realme
RMX2103,#India,realme
RMX2104,#India,realme
RMX2111,#5G 全网通版 #,realme
RMX2112,#5G 运营商定制版,realme
RMX2117,#5G #5G,realme
RMX2121,#5G #,realme
RMX2141,#5G,realme
RMX2142,#5G 运营商定制版,realme
RMX2144,#Global,realme
RMX2151,#India,realme
RMX2155,#Global,realme
RMX2156,#,realme
RMX2161,#India,realme
RMX2163,#Global,realme
RMX2170,#,realme
RMX2173,#5G,realme
RMX2176,#5G,realme
RMX2180,#,realme
RMX2181,#,realme
RMX2183,#,realme
RMX2184,#,realme
RMX2185,#,realme
RMX2186,#,realme
RMX2189,#,realme
RMX2191,#Global,realme
RMX2193,#Global #India,realme
RMX2195,#,realme
RMX2200,#5G #5G 全网通版,realme
RMX2201,#5G 运营商定制版,realme
RMX2202,#5G #5G,realme
RMX2205,#5G,realme
RMX3031,#5G #,realme
RMX3041,#5G 全网通版,realme
RMX3042,#5G,realme
RMX3043,#5G 运营商定制版,realme
RMX3061,#,realme
RMX3063,#,realme
RMX3081,#,realme
RMX3085,#,realme
RMX3092,#5G 全网通版 #India,realme
RMX3093,#5G 运营商定制版,realme
RMX3115,#5G 全网通版,realme
RMX3116,#5G 运营商定制版,realme
RMX3121,#5G 全网通版,realme
RMX3122,#5G 运营商定制版,realme
RMX3125,#5G,realme
RMX3142,#,realme
RMX3151,#,realme
RMX3161,#5G,realme
RMX3171,#,realme
RMX3191,#,realme
RMX3193,#,realme
RMX3195,#,realme
RMX3197,#,realme
RMX3201,#,realme
RMX3202,#,realme
RMX3203,#,realme
RMX3231,# #India,realme
RMX3235,#Global,realme
RMX3241,#,realme
RMX3242,#5G,realme
RMX3261,#,realme
RMX3262,#,realme
RMX3263,#,realme
RMX3265,#,realme
RMX3269,#,realme
RMX3286,#,realme
RMX3300,#,realme
RMX3301,#5G,realme
RMX3310,#,realme
RMX3311,#5G,realme
RMX3312,#5G,realme
RMX3350,#,realme
RMX3357,#,realme
RMX3360,#,realme
RMX3361,#,realme
RMX3363,#,realme
RMX3366,#,realme
RMX3370,# #5G,realme
RMX3371,#,realme
RMX3372,#,realme
RMX3381,#,realme
RMX3388,#India,realme
RMX3392,#India,realme
RMX3393,#Global,realme
RMX3395,#5G India,realme
RMX3396,#5G Global,realme
RMX3430,#,realme
RMX3461,# #India,realme
RMX3462,#,realme
RMX3471,#India,realme
RMX3472,#Global,realme
RMX3474,#EU,realme
RMX3475,#,realme
RMX3478,#,realme
RMX3491,#India / Global,realme
RMX3492,#,realme
RMX3493,#EU,realme
RMX3501,#,realme
RMX3502,#,realme
RMX3503,#,realme
RMX3506,#,realme
RMX3511,#,realme
RMX3512,#,realme
RMX3513,#,realme
RMX3516,#,realme
RMX3517,#,realme
RMX3521,#,realme
RMX3551,#,realme
RMX3560,#80W,realme
RMX3561,#,realme
RMX3562,#150W,realme
RMX3563,#150W,realme
RMX3571,# #5G India,realme
RMX3572,#5G Global,realme
RMX3574,#,realme
RMX3576,#,realme
RMX3581,#,realme
RMX3610,#,realme
RMX3611,#,realme
RMX3612,#5G #,realme
RMX3615,#,realme
RMX3616,#,realme
RMX3617,#,realme
RMX3618,#,realme
RMX3619,#,realme
RMX3623,#,realme
RMX3624,#,realme
RMX3627,#,realme
RMX3630,#,realme
RMX3636,#,realme
RMX3660,#India,realme
RMX3661,#Global,realme
RMX3663,#,realme
RMX3686,#,realme
RMX3687,#,realme
RMX3690,#,realme
RMX3700,#,realme
RMX3706,#150W,realme
RMX3708,#240W,realme
RMX3709,#240W,realme
RMX3710,# #,realme
RMX3740,#,realme
RMX3741,#,realme
RMX3750,#5G,realme
RMX3751,#,realme
RMX3760,#Global,realme
RMX3761,#,realme
RMX3762,#India,realme
RMX3770,#,realme
RMX3771,# #5G,realme
RMX3780,#,realme
RMX3785,#,realme
RMX3820,#150W,realme
RMX3823,#240W,realme
RMX3830,#,realme
RNA-AN00,#5G 全网通版,honor
RNA-TN00,#5G 移动版,honor
RNE-AL00,#,huawei
RNE-L01,#Single SIM,huawei
RNE-L02,#Single SIM,huawei
RNE-L03,#Single SIM,huawei
RNE-L21,#Dual SIM,huawei
RNE-L22,#Dual SIM,huawei
RNE-L23,#Dual SIM,huawei
RTE-AL00,#,huawei
RVL-AL09,#,honor
S685C,#电信版 #China Telecom,meizu
S685H,魅族 M3 Max 国际版 #Global,meizu
S685M,#移动版 #China Mobile,meizu
S685Q,#公开版 #China,meizu
SAC-A0,#,coolpad
SCH-I889,#电信定制版,samsung
SCH-I919,#电信定制版,samsung
SCH-I939,#电信定制版,samsung
SCH-I939D,#电信双卡定制版,samsung
SCH-I939I,#电信定制版,samsung
SCH-I959,#电信定制版,samsung
SCH-N719,#电信定制版,samsung
SCH-W2013,#,samsung
SCH-W699,#,samsung
SCH-W799,#,samsung
SCH-W899,#,samsung
SCH-W999,#,samsung
SCH-i909,#电信定制版,samsung
SCL-AL00,#全网通版,honor
SCL-CL00,#电信版,honor
SCL-TL00,#移动定制版,honor
SCL-TL00H,#移动渠道版,honor
SDY-AN00,#5G,honor
SEA-A0,#,coolpad
SEA-AL00,#全网通版,huawei
SEA-AL10,#全网通版,huawei
SEA-TL00,#移动 4G+ 版,huawei
SEA-TL10,#移动 4G+ 版,huawei
SHARK KLE-A0,#全网通版 #全网通版 #China #China,blackshark
SHARK KLE-H0,黑鲨游戏手机 3 国际版 #Global,blackshark
SHARK KSR-A0,#全网通版 #全网通版 #全网通版 #China #China #China,blackshark
SHARK KSR-H0,#国际版 #Global,blackshark
SHARK KTUS-A0,#全网通版 #China,blackshark
SHARK KTUS-H0,#国际版 #Global,blackshark
SHARK MBU-A0,#全网通版 #China,blackshark
SHARK MBU-H0,黑鲨游戏手机 3 Pro 国际版 #Global,blackshark
SHARK PAR-A0,#全网通版 #高能版 #China,blackshark
SHARK PAR-H0,#国际版 #Global,blackshark
SHARK PRS-A0,#全网通版 #全网通版 #China #China,blackshark
SHARK PRS-H0,#国际版 #Global,blackshark
SKR-A0,#全网通版 #China,blackshark
SKR-H0,#国际版 #Global,blackshark
SKW-A0,#全网通版 #China,blackshark
SKW-H0,#国际版 #Global,blackshark
SLA-AL00,#全网通版,huawei
SLA-TL10,#移动 4G+ 版,huawei
SM-A125F,#Global,samsung
SM-A2070,#,samsung
SM-A3000,#公开版,samsung
SM-A3009,#电信定制版,samsung
SM-A3050,#全网通版,samsung
SM-A3058,#4G+,samsung
SM-A5000,#公开版,samsung
SM-A5009,#电信定制版,samsung
SM-A5070,#,samsung
SM-A5100,#全网通版,samsung
SM-A5108,#移动定制疾速版,samsung
SM-A5160,#,samsung
SM-A5260,#,samsung
SM-A5360,#,samsung
SM-A5460,#,samsung
SM-A6050,#全网通版,samsung
SM-A6058,#4G+,samsung
SM-A6060,#,samsung
SM-A7000,#公开版,samsung
SM-A7009,#电信定制版,samsung
SM-A7050,#,samsung
SM-A7070,#,samsung
SM-A7100,#全网通版,samsung
SM-A7108,#移动定制疾速版,samsung
SM-A715F,#Global,samsung
SM-A7160,#,samsung
SM-A8000,#,samsung
SM-A8050,#,samsung
SM-A9000,#,samsung
SM-A9080,#,samsung
SM-A9100,#,samsung
SM-A9200,#,samsung
SM-C101,#,samsung
SM-C5000,#,samsung
SM-C5010,#全网通版,samsung
SM-C5018,#4G+,samsung
SM-C7000,#,samsung
SM-C7010,#全网通版,samsung
SM-C7018,#4G+,samsung
SM-C7100,#全网通版,samsung
SM-C7108,#4G+,samsung
SM-C9000,#全网通版,samsung
SM-C9008,#4G+,samsung
SM-E5260,#,samsung
SM-E7000,#公开版,samsung
SM-E7009,#电信定制版,samsung
SM-F7000,#,samsung
SM-F7070,#,samsung
SM-F7110,#5G,samsung
SM-F7210,#5G,samsung
SM-F7310,#5G,samsung
SM-F9000,#,samsung
SM-F9160,#5G,samsung
SM-F9260,#5G,samsung
SM-F9360,#5G,samsung
SM-F9460,#5G,samsung
SM-G1600,#,samsung
SM-G1650,#,samsung
SM-G5500,#,samsung
SM-G5510,#全网通版,samsung
SM-G5520,#全网通版,samsung
SM-G5528,#移动定制版,samsung
SM-G5700,#全网通版,samsung
SM-G6000,#,samsung
SM-G6100,#,samsung
SM-G6200,#,samsung
SM-G7810,#5G,samsung
SM-G8508S,#,samsung
SM-G8750,#,samsung
SM-G8850,#全网通版,samsung
SM-G8858,#4G+,samsung
SM-G8870,#,samsung
SM-G9006V,#联通 4G 单卡版,samsung
SM-G9006W,#联通 4G 双卡版,samsung
SM-G9008V,#移动 4G 单卡版,samsung
SM-G9008W,#移动 4G 双卡版,samsung
SM-G9009D,#电信 3G 双卡版,samsung
SM-G9009W,#电信 4G 双卡版,samsung
SM-G9200,#全网通版,samsung
SM-G9208,#移动定制版,samsung
SM-G9209,#电信定制版,samsung
SM-G9250,#,samsung
SM-G9280,#,samsung
SM-G9300,#全网通版,samsung
SM-G9308,#移动定制版,samsung
SM-G9350,#,samsung
SM-G9500,#全网通版,samsung
SM-G9508,#4G+,samsung
SM-G9550,#,samsung
SM-G9600/DS,#全网通版,samsung
SM-G9608/DS,#4G+,samsung
SM-G9650/DS,#,samsung
SM-G9700,#全网通版,samsung
SM-G9708,#4G+,samsung
SM-G9730,#全网通版,samsung
SM-G9738,#4G+,samsung
SM-G9750,#全网通版,samsung
SM-G9758,#4G+,samsung
SM-G9810,#5G,samsung
SM-G9860,#5G,samsung
SM-G9880,#5G,samsung
SM-G9900,#5G,samsung
SM-G9910,#5G,samsung
SM-G9960,#5G,samsung
SM-G9980,#5G,samsung
SM-J3109,#电信定制版,samsung
SM-J3110,#公开版,samsung
SM-J3119,#电信定制版,samsung
SM-J3119S,#电信定制版,samsung
SM-J3300,#全网通版,samsung
SM-J3308,#4G+,samsung
SM-J5008,#移动定制版,samsung
SM-J5108,#移动定制版,samsung
SM-J7008,#移动定制版,samsung
SM-J7108,#移动定制版,samsung
SM-J7109,#电信定制版,samsung
SM-M115F,#Global,samsung
SM-M3070,#,samsung
SM-N7506V,#联通定制版,samsung
SM-N7508V,#移动定制版,samsung
SM-N7509V,#电信定制版,samsung
SM-N9002,#联通定制版,samsung
SM-N9006,#公开版,samsung
SM-N9008,#移动定制版,samsung
SM-N9008S,#4G 公开版,samsung
SM-N9008V,#移动 4G 定制版,samsung
SM-N9009,#电信定制版,samsung
SM-N9100,#公开版,samsung
SM-N9106W,#联通定制版,samsung
SM-N9108V,#移动定制版,samsung
SM-N9109W,#电信定制版,samsung
SM-N9150,#,samsung
SM-N9200,#全网通版,samsung
SM-N9208,#移动定制版,samsung
SM-N9300,#,samsung
SM-N9500,#全网通版,samsung
SM-N9508,#4G+,samsung
SM-N9600,#全网通版,samsung
SM-N9608,#4G+,samsung
SM-N960F,#EU,samsung
SM-N9700,#,samsung
SM-N970U,#US,samsung
SM-N9760,#5G,samsung
SM-N9810,#5G,samsung
SM-N9860,#5G,samsung
SM-P583,#10.1 WLAN,samsung
SM-P588C,#with S Pen 10.1 LTE,samsung
SM-P610,#WLAN,samsung
SM-P615C,#LTE,samsung
SM-S9010,#5G,samsung
SM-S9060,#5G,samsung
SM-S9080,#5G,samsung
SM-S9110,#5G,samsung
SM-S9160,#5G,samsung
SM-S9180,#5G,samsung
SM-T220,#8.7 WLAN,samsung
SM-T225C,#8.7 LTE,samsung
SM-T230,#WLAN,samsung
SM-T231,#3G,samsung
SM-T239C,#LTE,samsung
SM-T290,#WLAN,samsung
SM-T295C,#LTE,samsung
SM-T320,#WLAN,samsung
SM-T321,#3G,samsung
SM-T330,#WLAN,samsung
SM-T331,#3G,samsung
SM-T350,#WLAN,samsung
SM-T355C,#LTE,samsung
SM-T380,#8.0 WLAN,samsung
SM-T385C,#8.0 LTE,samsung
SM-T500,#10.4 WLAN,samsung
SM-T505C,#10.4 LTE,samsung
SM-T510,#WLAN,samsung
SM-T520,#WLAN,samsung
SM-T530,#WLAN,samsung
SM-T531,#3G,samsung
SM-T550,#9.7 WLAN,samsung
SM-T555C,#9.7 LTE,samsung
SM-T580,#10.1 WLAN,samsung
SM-T585C,#10.1 LTE,samsung
SM-T590,#10.5 WLAN,samsung
SM-T595C,#10.5 LTE,samsung
SM-T700,#WLAN,samsung
SM-T705C,#LTE,samsung
SM-T710,#WLAN (Exynos),samsung
SM-T713,#WLAN (高通),samsung
SM-T715C,#LTE (Exynos),samsung
SM-T719C,#LTE (高通),samsung
SM-T720,#WLAN,samsung
SM-T725C,#LTE,samsung
SM-T730,#WLAN (骁龙 750G),samsung
SM-T733,#WLAN (骁龙 778G),samsung
SM-T735C,#LTE,samsung
SM-T800,#WLAN,samsung
